age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,Self-employed,Married,Secondary,Yes,0.0,No,Yes,Unknown,3,Jul,327.0,3,-1.0,0,Unknown,No
38,Management,Married,Secondary,No,93.0,No,No,Unknown,3,Jul,515.0,2,-1.0,0,Unknown,No
54,Technician,Married,Secondary,No,42.0,No,Yes,Unknown,3,Jul,389.0,2,-1.0,0,Unknown,No
45,Services,Divorced,Secondary,No,-179.0,No,No,Unknown,3,Jul,155.0,2,-1.0,0,Unknown,No
47,Administrative,Married,Secondary,No,1156.0,No,Yes,Unknown,3,Jul,74.0,5,-1.0,0,Unknown,No
34,Blue-collar,Married,Secondary,No,277.0,No,Yes,Unknown,3,Jul,225.0,2,-1.0,0,Unknown,No
54,Retired,Married,Secondary,No,-488.0,No,Yes,Unknown,3,Jul,172.0,2,-1.0,0,Unknown,No
56,Entrepreneur,Married,Secondary,No,938.0,No,Yes,Unknown,3,Jul,202.0,2,-1.0,0,Unknown,No
57,Technician,Married,Secondary,No,253.0,No,Yes,Unknown,3,Jul,230.0,3,-1.0,0,Unknown,No
42,Administrative,Single,Secondary,No,506.0,Yes,Yes,Unknown,3,Jul,277.0,2,-1.0,0,Unknown,No
34,Blue-collar,Married,Primary,No,0.0,No,No,Unknown,3,Jul,746.0,4,-1.0,0,Unknown,No
27,Administrative,Married,Secondary,No,-435.0,No,No,Unknown,3,Jul,935.0,2,-1.0,0,Unknown,No
51,Blue-collar,Divorced,Unknown,No,0.0,No,Yes,Unknown,3,Jul,167.0,11,-1.0,0,Unknown,No
30,Entrepreneur,Married,Tertiary,No,-130.0,Yes,Yes,Unknown,3,Jul,194.0,2,-1.0,0,Unknown,No
44,Blue-collar,Married,Secondary,No,978.0,No,No,Unknown,3,Jul,385.0,6,-1.0,0,Unknown,No
33,Technician,Single,Secondary,No,0.0,No,No,Unknown,3,Jul,1106.0,2,-1.0,0,Unknown,No
36,Technician,Married,Unknown,No,88.0,Yes,Yes,Unknown,4,Jul,124.0,2,-1.0,0,Unknown,No
56,Management,Divorced,Tertiary,No,94.0,No,No,Unknown,4,Jul,121.0,1,-1.0,0,Unknown,No
44,Entrepreneur,Married,Tertiary,No,1080.0,No,Yes,Unknown,4,Jul,566.0,3,-1.0,0,Unknown,No
31,Technician,Single,Unknown,No,365.0,No,No,Unknown,4,Jul,257.0,1,-1.0,0,Unknown,No
47,Technician,Married,Secondary,No,321.0,Yes,Yes,Unknown,4,Jul,111.0,1,-1.0,0,Unknown,No
48,Blue-collar,Married,Secondary,No,-19.0,No,Yes,Unknown,4,Jul,270.0,1,-1.0,0,Unknown,No
31,Administrative,Single,Secondary,No,144.0,Yes,No,Unknown,4,Jul,43.0,11,-1.0,0,Unknown,No
39,Blue-collar,Married,Primary,No,192.0,No,No,Unknown,4,Jul,433.0,1,-1.0,0,Unknown,No
30,Services,Single,Tertiary,No,0.0,No,No,Unknown,4,Jul,71.0,1,-1.0,0,Unknown,No
30,Technician,Single,Secondary,No,656.0,No,Yes,Unknown,4,Jul,523.0,1,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,223.0,No,No,Unknown,4,Jul,49.0,1,-1.0,0,Unknown,No
49,Retired,Married,Primary,No,-37.0,No,No,Unknown,4,Jul,191.0,2,-1.0,0,Unknown,No
26,Blue-collar,Married,Secondary,No,128.0,No,No,Unknown,4,Jul,355.0,1,-1.0,0,Unknown,No
34,Technician,Married,Secondary,No,173.0,No,No,Unknown,4,Jul,31.0,1,-1.0,0,Unknown,No
36,Administrative,Married,Secondary,No,75.0,Yes,No,Unknown,4,Jul,52.0,4,-1.0,0,Unknown,No
31,Administrative,Married,Secondary,No,-36.0,Yes,Yes,Unknown,4,Jul,64.0,1,-1.0,0,Unknown,No
25,Management,Single,Tertiary,No,115.0,No,Yes,Unknown,4,Jul,60.0,1,-1.0,0,Unknown,No
42,Management,Single,Tertiary,No,1156.0,Yes,No,Unknown,4,Jul,62.0,1,-1.0,0,Unknown,No
32,Services,Single,Secondary,No,335.0,Yes,Yes,Unknown,4,Jul,99.0,1,-1.0,0,Unknown,No
32,Administrative,Single,Tertiary,No,-59.0,No,Yes,Unknown,4,Jul,192.0,1,-1.0,0,Unknown,No
36,Technician,Married,Secondary,No,644.0,No,No,Unknown,4,Jul,133.0,1,-1.0,0,Unknown,No
46,Management,Single,Tertiary,No,655.0,No,Yes,Unknown,4,Jul,68.0,1,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,-322.0,No,Yes,Unknown,4,Jul,208.0,1,-1.0,0,Unknown,No
37,Technician,Single,Tertiary,No,487.0,No,Yes,Unknown,4,Jul,30.0,2,-1.0,0,Unknown,No
26,Administrative,Married,Secondary,No,-401.0,Yes,Yes,Unknown,4,Jul,246.0,1,-1.0,0,Unknown,No
36,Management,Married,Secondary,No,2637.0,No,No,Unknown,4,Jul,219.0,1,-1.0,0,Unknown,No
31,Blue-collar,Married,Secondary,No,33.0,No,No,Unknown,4,Jul,165.0,2,-1.0,0,Unknown,No
35,Administrative,Married,Secondary,Yes,0.0,No,Yes,Unknown,4,Jul,105.0,3,-1.0,0,Unknown,No
30,Blue-collar,Married,Primary,No,5956.0,Yes,Yes,Unknown,4,Jul,538.0,1,-1.0,0,Unknown,No
36,Management,Married,Tertiary,No,59.0,Yes,Yes,Unknown,4,Jul,100.0,1,-1.0,0,Unknown,No
24,Administrative,Single,Secondary,No,-346.0,Yes,No,Unknown,4,Jul,164.0,2,-1.0,0,Unknown,No
26,Blue-collar,Married,Secondary,No,115.0,Yes,No,Unknown,4,Jul,46.0,3,-1.0,0,Unknown,No
27,Services,Single,Secondary,No,243.0,No,Yes,Unknown,4,Jul,253.0,1,-1.0,0,Unknown,No
59,Housemaid,Married,Primary,No,153.0,No,No,Unknown,4,Jul,133.0,3,-1.0,0,Unknown,No
36,Technician,Married,Primary,No,0.0,No,No,Unknown,4,Jul,584.0,1,-1.0,0,Unknown,Yes
28,Administrative,Single,Secondary,No,1143.0,Yes,Yes,Unknown,4,Jul,260.0,3,-1.0,0,Unknown,No
31,Housemaid,Married,Primary,No,46.0,No,No,Unknown,4,Jul,126.0,4,-1.0,0,Unknown,No
35,Management,Married,Secondary,No,0.0,No,Yes,Unknown,4,Jul,121.0,1,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,1265.0,No,Yes,Unknown,4,Jul,101.0,1,-1.0,0,Unknown,No
59,Retired,Divorced,Primary,No,-110.0,No,Yes,Unknown,4,Jul,195.0,1,-1.0,0,Unknown,No
32,Technician,Single,Secondary,No,-28.0,No,Yes,Unknown,4,Jul,400.0,1,-1.0,0,Unknown,No
40,Blue-collar,Married,Primary,No,13.0,Yes,No,Unknown,4,Jul,178.0,1,-1.0,0,Unknown,No
29,Services,Married,Primary,No,-102.0,No,No,Unknown,4,Jul,134.0,1,-1.0,0,Unknown,No
41,Services,Married,Secondary,No,6618.0,Yes,No,Unknown,4,Jul,104.0,1,-1.0,0,Unknown,No
25,Unemployed,Single,Secondary,No,34.0,No,Yes,Unknown,4,Jul,316.0,1,-1.0,0,Unknown,No
34,Administrative,Divorced,Secondary,No,183.0,No,Yes,Unknown,4,Jul,88.0,1,-1.0,0,Unknown,No
37,Blue-collar,Single,Primary,No,1210.0,No,No,Unknown,4,Jul,742.0,1,-1.0,0,Unknown,No
26,Blue-collar,Single,Secondary,No,-333.0,No,Yes,Unknown,4,Jul,692.0,1,-1.0,0,Unknown,No
36,Management,Single,Tertiary,No,678.0,No,Yes,Unknown,4,Jul,85.0,3,-1.0,0,Unknown,No
56,Services,Divorced,Secondary,No,1347.0,No,Yes,Unknown,4,Jul,678.0,2,-1.0,0,Unknown,No
29,Administrative,Single,Secondary,No,2802.0,No,Yes,Unknown,4,Jul,840.0,2,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,-27.0,No,No,Unknown,4,Jul,96.0,2,-1.0,0,Unknown,No
57,Retired,Married,Secondary,No,156.0,No,Yes,Unknown,4,Jul,106.0,2,-1.0,0,Unknown,No
30,Administrative,Single,Tertiary,No,218.0,No,No,Unknown,4,Jul,137.0,2,-1.0,0,Unknown,No
28,Administrative,Married,Secondary,No,934.0,Yes,No,Unknown,4,Jul,53.0,2,-1.0,0,Unknown,No
45,Services,Single,Secondary,No,184.0,Yes,Yes,Unknown,4,Jul,89.0,2,-1.0,0,Unknown,No
26,Technician,Single,Tertiary,No,36.0,No,Yes,Unknown,4,Jul,502.0,2,-1.0,0,Unknown,No
51,Blue-collar,Married,Secondary,No,328.0,No,No,Unknown,4,Jul,203.0,1,-1.0,0,Unknown,No
50,Management,Married,Tertiary,No,453.0,No,Yes,Unknown,4,Jul,608.0,1,-1.0,0,Unknown,No
45,Blue-collar,Divorced,Primary,No,8.0,No,Yes,Unknown,4,Jul,407.0,1,-1.0,0,Unknown,No
37,Self-employed,Divorced,Tertiary,No,60.0,No,Yes,Unknown,4,Jul,426.0,3,-1.0,0,Unknown,No
29,Services,Single,Primary,No,339.0,No,No,Unknown,4,Jul,1576.0,3,-1.0,0,Unknown,Yes
31,Technician,Married,Secondary,No,134.0,No,Yes,Unknown,4,Jul,468.0,6,-1.0,0,Unknown,No
44,Blue-collar,Married,Secondary,No,1697.0,Yes,No,Unknown,4,Jul,150.0,2,-1.0,0,Unknown,Yes
48,Blue-collar,Divorced,Primary,No,19.0,No,Yes,Unknown,4,Jul,327.0,1,-1.0,0,Unknown,No
53,Blue-collar,Married,Primary,No,207.0,No,Yes,Unknown,4,Jul,212.0,1,-1.0,0,Unknown,No
26,Blue-collar,Single,Secondary,No,177.0,No,Yes,Unknown,4,Jul,235.0,1,-1.0,0,Unknown,No
61,Retired,Married,Unknown,No,-492.0,No,Yes,Unknown,4,Jul,333.0,1,-1.0,0,Unknown,No
27,Management,Single,Secondary,No,35.0,No,No,Cellular,4,Jul,255.0,1,-1.0,0,Unknown,No
54,Blue-collar,Married,Primary,No,466.0,No,No,Cellular,4,Jul,297.0,1,-1.0,0,Unknown,No
43,Blue-collar,Married,Secondary,No,105.0,No,Yes,Cellular,4,Jul,668.0,2,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,19.0,No,No,Telephone,4,Jul,65.0,2,-1.0,0,Unknown,No
27,Technician,Single,Secondary,No,126.0,Yes,Yes,Cellular,4,Jul,436.0,4,-1.0,0,Unknown,No
28,Blue-collar,Single,Secondary,No,-127.0,Yes,No,Cellular,4,Jul,1044.0,3,-1.0,0,Unknown,Yes
50,Blue-collar,Married,Secondary,No,1329.0,Yes,Yes,Telephone,4,Jul,141.0,2,-1.0,0,Unknown,No
29,Blue-collar,Single,Primary,No,343.0,No,No,Cellular,4,Jul,39.0,2,-1.0,0,Unknown,No
25,Blue-collar,Single,Secondary,No,192.0,No,No,Telephone,4,Jul,112.0,2,-1.0,0,Unknown,No
38,Blue-collar,Married,Secondary,No,43.0,No,Yes,Cellular,4,Jul,135.0,3,-1.0,0,Unknown,No
36,Technician,Single,Secondary,No,-272.0,No,Yes,Cellular,4,Jul,53.0,6,-1.0,0,Unknown,No
32,Blue-collar,Divorced,Primary,No,4805.0,No,Yes,Cellular,4,Jul,138.0,3,-1.0,0,Unknown,No
44,Technician,Married,Tertiary,No,1146.0,No,No,Cellular,4,Jul,178.0,2,-1.0,0,Unknown,No
37,Blue-collar,Married,Primary,No,380.0,Yes,Yes,Cellular,4,Jul,548.0,2,-1.0,0,Unknown,No
48,Services,Married,Secondary,No,1355.0,No,No,Cellular,4,Jul,134.0,2,-1.0,0,Unknown,No
30,Administrative,Married,Secondary,No,215.0,No,Yes,Cellular,4,Jul,95.0,2,-1.0,0,Unknown,No
54,Technician,Married,Secondary,No,187.0,No,Yes,Cellular,4,Jul,273.0,3,-1.0,0,Unknown,No
36,Unemployed,Divorced,Primary,No,0.0,No,No,Telephone,4,Jul,304.0,3,-1.0,0,Unknown,No
33,Technician,Single,Secondary,No,555.0,No,Yes,Cellular,4,Jul,425.0,2,-1.0,0,Unknown,No
34,Services,Married,Secondary,No,295.0,Yes,Yes,Cellular,4,Jul,64.0,1,-1.0,0,Unknown,No
28,Services,Single,Secondary,No,-116.0,No,Yes,Cellular,4,Jul,276.0,1,-1.0,0,Unknown,No
33,Management,Married,Secondary,No,4385.0,No,Yes,Cellular,4,Jul,92.0,1,-1.0,0,Unknown,No
30,Services,Married,Secondary,No,137.0,No,No,Cellular,4,Jul,407.0,1,-1.0,0,Unknown,No
34,Administrative,Single,Secondary,No,296.0,No,No,Cellular,7,Jul,147.0,4,-1.0,0,Unknown,No
35,Administrative,Divorced,Secondary,No,534.0,No,No,Cellular,7,Jul,148.0,3,-1.0,0,Unknown,No
44,Entrepreneur,Married,Secondary,No,93.0,No,No,Cellular,7,Jul,125.0,2,-1.0,0,Unknown,No
36,Services,Married,Secondary,No,-27.0,Yes,Yes,Cellular,7,Jul,151.0,4,-1.0,0,Unknown,No
49,Blue-collar,Married,Primary,No,-157.0,Yes,No,Cellular,7,Jul,491.0,3,-1.0,0,Unknown,Yes
55,Blue-collar,Married,Secondary,No,49.0,Yes,No,Cellular,7,Jul,494.0,4,-1.0,0,Unknown,Yes
51,Technician,Married,Secondary,No,216.0,No,No,Cellular,7,Jul,615.0,2,-1.0,0,Unknown,Yes
51,Management,Married,Tertiary,No,1421.0,Yes,No,Cellular,7,Jul,152.0,5,-1.0,0,Unknown,No
38,Blue-collar,Married,Secondary,No,222.0,Yes,Yes,Cellular,7,Jul,164.0,5,-1.0,0,Unknown,No
59,Entrepreneur,Married,Tertiary,No,1728.0,No,No,Cellular,7,Jul,575.0,2,-1.0,0,Unknown,No
54,Management,Divorced,Tertiary,No,5253.0,Yes,Yes,Cellular,7,Jul,17.0,19,-1.0,0,Unknown,No
43,Management,Single,Tertiary,No,47.0,Yes,No,Cellular,7,Jul,316.0,5,-1.0,0,Unknown,No
60,Entrepreneur,Divorced,Primary,No,2648.0,No,No,Cellular,7,Jul,148.0,2,-1.0,0,Unknown,No
34,Services,Married,Secondary,No,0.0,No,No,Cellular,7,Jul,160.0,3,-1.0,0,Unknown,No
31,Administrative,Single,Secondary,No,-182.0,Yes,No,Cellular,7,Jul,181.0,2,-1.0,0,Unknown,No
43,Technician,Married,Secondary,Yes,-313.0,No,Yes,Cellular,7,Jul,89.0,4,-1.0,0,Unknown,No
53,Blue-collar,Married,Primary,No,465.0,Yes,No,Cellular,7,Jul,111.0,2,-1.0,0,Unknown,No
47,Blue-collar,Married,Primary,Yes,25.0,Yes,Yes,Cellular,7,Jul,142.0,3,-1.0,0,Unknown,No
59,Management,Married,Unknown,No,147.0,No,No,Cellular,7,Jul,119.0,3,-1.0,0,Unknown,No
39,Management,Married,Primary,No,551.0,No,Yes,Cellular,7,Jul,107.0,5,-1.0,0,Unknown,No
56,Housemaid,Married,Primary,No,58.0,No,Yes,Cellular,7,Jul,227.0,6,-1.0,0,Unknown,No
41,Services,Married,Secondary,No,650.0,Yes,No,Cellular,7,Jul,149.0,5,-1.0,0,Unknown,No
41,Housemaid,Married,Primary,No,1618.0,Yes,No,Cellular,7,Jul,134.0,2,-1.0,0,Unknown,No
60,Retired,Married,Primary,No,-63.0,Yes,No,Cellular,7,Jul,1434.0,5,-1.0,0,Unknown,No
58,Management,Married,Primary,No,4850.0,No,No,Cellular,7,Jul,179.0,2,-1.0,0,Unknown,No
56,Blue-collar,Married,Primary,No,409.0,Yes,No,Telephone,7,Jul,176.0,6,-1.0,0,Unknown,No
36,Unemployed,Single,Primary,No,0.0,Yes,No,Telephone,7,Jul,63.0,6,-1.0,0,Unknown,No
39,Management,Married,Tertiary,No,1007.0,Yes,No,Cellular,7,Jul,86.0,2,-1.0,0,Unknown,No
46,Management,Married,Primary,No,312.0,Yes,No,Cellular,7,Jul,113.0,2,-1.0,0,Unknown,No
58,Blue-collar,Divorced,Primary,No,820.0,Yes,No,Cellular,7,Jul,200.0,4,-1.0,0,Unknown,No
52,Management,Married,Secondary,No,3369.0,No,No,Cellular,7,Jul,196.0,2,-1.0,0,Unknown,No
41,Services,Married,Secondary,No,841.0,Yes,No,Cellular,7,Jul,250.0,2,-1.0,0,Unknown,No
59,Blue-collar,Married,Secondary,No,-1336.0,No,Yes,Cellular,7,Jul,450.0,2,-1.0,0,Unknown,No
35,Unknown,Married,Primary,No,634.0,No,No,Cellular,7,Jul,185.0,2,-1.0,0,Unknown,No
43,Management,Divorced,Secondary,No,0.0,No,No,Cellular,7,Jul,75.0,3,-1.0,0,Unknown,No
50,Blue-collar,Married,Primary,No,9301.0,Yes,No,Cellular,7,Jul,136.0,4,-1.0,0,Unknown,No
49,Technician,Married,Primary,No,486.0,No,No,Telephone,7,Jul,229.0,5,-1.0,0,Unknown,No
51,Self-employed,Married,Secondary,Yes,34.0,No,Yes,Cellular,7,Jul,200.0,1,-1.0,0,Unknown,No
39,Technician,Single,Secondary,No,506.0,Yes,No,Cellular,7,Jul,718.0,2,-1.0,0,Unknown,Yes
38,Management,Married,Tertiary,No,1444.0,Yes,No,Cellular,7,Jul,139.0,2,-1.0,0,Unknown,No
30,Services,Single,Secondary,No,0.0,Yes,No,Cellular,7,Jul,161.0,2,-1.0,0,Unknown,No
41,Technician,Married,Secondary,No,923.0,Yes,No,Cellular,7,Jul,141.0,3,-1.0,0,Unknown,No
45,Unemployed,Divorced,Secondary,No,-44.0,Yes,No,Cellular,7,Jul,256.0,2,-1.0,0,Unknown,No
54,Services,Divorced,Tertiary,No,413.0,No,No,Cellular,7,Jul,39.0,9,-1.0,0,Unknown,No
47,Administrative,Single,Secondary,No,3531.0,Yes,No,Cellular,7,Jul,49.0,6,-1.0,0,Unknown,No
53,Management,Divorced,Tertiary,No,243.0,Yes,No,Cellular,7,Jul,66.0,2,-1.0,0,Unknown,No
41,Blue-collar,Married,Primary,No,484.0,Yes,No,Cellular,7,Jul,321.0,3,-1.0,0,Unknown,No
42,Blue-collar,Divorced,Primary,No,213.0,Yes,No,Cellular,7,Jul,434.0,3,-1.0,0,Unknown,Yes
33,Services,Single,Secondary,No,170.0,No,No,Cellular,7,Jul,782.0,1,-1.0,0,Unknown,Yes
34,Self-employed,Married,Tertiary,No,-236.0,Yes,No,Cellular,7,Jul,118.0,4,-1.0,0,Unknown,No
54,Blue-collar,Divorced,Secondary,No,1613.0,Yes,No,Cellular,7,Jul,128.0,3,-1.0,0,Unknown,No
37,Entrepreneur,Married,Tertiary,No,555.0,No,No,Cellular,7,Jul,104.0,2,-1.0,0,Unknown,No
59,Administrative,Married,Secondary,No,1914.0,Yes,No,Cellular,7,Jul,126.0,3,-1.0,0,Unknown,No
38,Technician,Married,Secondary,No,2220.0,No,No,Cellular,7,Jul,87.0,2,-1.0,0,Unknown,No
27,Administrative,Single,Secondary,No,450.0,Yes,No,Cellular,7,Jul,107.0,3,-1.0,0,Unknown,No
59,Management,Married,Tertiary,No,553.0,Yes,No,Cellular,7,Jul,1272.0,3,-1.0,0,Unknown,Yes
31,Administrative,Single,Secondary,No,92.0,Yes,No,Cellular,7,Jul,401.0,2,-1.0,0,Unknown,No
42,Blue-collar,Divorced,Unknown,No,0.0,No,No,Cellular,7,Jul,64.0,2,-1.0,0,Unknown,No
45,Blue-collar,Divorced,Primary,No,1805.0,No,No,Cellular,7,Jul,758.0,1,-1.0,0,Unknown,No
37,Self-employed,Married,Secondary,No,1523.0,No,Yes,Cellular,7,Jul,316.0,2,-1.0,0,Unknown,No
42,Blue-collar,Divorced,Secondary,No,3407.0,No,No,Cellular,7,Jul,277.0,2,-1.0,0,Unknown,No
40,Blue-collar,Married,Primary,No,254.0,Yes,No,Cellular,7,Jul,107.0,3,-1.0,0,Unknown,No
42,Unemployed,Married,Primary,No,11.0,No,No,Cellular,7,Jul,111.0,3,-1.0,0,Unknown,No
27,Management,Single,Secondary,No,1609.0,Yes,No,Cellular,7,Jul,360.0,3,-1.0,0,Unknown,No
45,Management,Married,Tertiary,No,1447.0,Yes,Yes,Cellular,7,Jul,461.0,2,-1.0,0,Unknown,No
43,Technician,Divorced,Tertiary,No,27.0,No,No,Cellular,7,Jul,412.0,4,-1.0,0,Unknown,No
41,Administrative,Married,Secondary,No,125.0,No,No,Cellular,7,Jul,244.0,4,-1.0,0,Unknown,No
47,Unknown,Divorced,Primary,No,0.0,No,No,Cellular,7,Jul,240.0,1,-1.0,0,Unknown,No
47,Management,Married,Primary,No,1797.0,No,No,Cellular,7,Jul,62.0,4,-1.0,0,Unknown,No
44,Blue-collar,Married,Primary,No,2.0,No,Yes,Telephone,7,Jul,46.0,2,-1.0,0,Unknown,No
46,Unknown,Married,Unknown,No,2911.0,No,No,Telephone,7,Jul,41.0,9,-1.0,0,Unknown,No
40,Administrative,Married,Secondary,No,1395.0,Yes,Yes,Cellular,7,Jul,122.0,2,-1.0,0,Unknown,No
33,Technician,Divorced,Secondary,No,522.0,No,Yes,Cellular,7,Jul,559.0,4,-1.0,0,Unknown,No
36,Entrepreneur,Divorced,Tertiary,No,776.0,No,Yes,Cellular,7,Jul,722.0,3,-1.0,0,Unknown,Yes
25,Blue-collar,Married,Primary,No,0.0,No,No,Cellular,7,Jul,64.0,1,-1.0,0,Unknown,No
45,Technician,Married,Secondary,No,879.0,No,No,Cellular,7,Jul,621.0,2,-1.0,0,Unknown,Yes
27,Services,Single,Secondary,No,266.0,No,Yes,Cellular,7,Jul,232.0,1,-1.0,0,Unknown,No
43,Services,Married,Primary,No,29.0,No,No,Telephone,7,Jul,259.0,8,-1.0,0,Unknown,No
37,Self-employed,Married,Secondary,No,1633.0,No,No,Cellular,7,Jul,629.0,2,-1.0,0,Unknown,Yes
47,Management,Married,Unknown,No,12245.0,No,No,Cellular,7,Jul,1103.0,3,-1.0,0,Unknown,No
48,Management,Married,Tertiary,No,666.0,Yes,No,Cellular,7,Jul,317.0,6,-1.0,0,Unknown,No
30,Services,Married,Secondary,No,-134.0,Yes,Yes,Cellular,7,Jul,61.0,1,-1.0,0,Unknown,No
35,Self-employed,Married,Secondary,No,0.0,Yes,No,Telephone,7,Jul,126.0,4,-1.0,0,Unknown,No
59,Unknown,Married,Primary,No,1247.0,No,No,Telephone,7,Jul,66.0,8,-1.0,0,Unknown,No
46,Unemployed,Married,Secondary,No,926.0,No,No,Cellular,7,Jul,385.0,5,-1.0,0,Unknown,Yes
43,Technician,Married,Secondary,No,-796.0,No,No,Cellular,7,Jul,190.0,4,-1.0,0,Unknown,No
52,Retired,Married,Tertiary,No,493.0,No,No,Cellular,7,Jul,61.0,6,-1.0,0,Unknown,No
37,Services,Married,Secondary,No,343.0,Yes,Yes,Cellular,7,Jul,74.0,7,-1.0,0,Unknown,No
45,Technician,Married,Secondary,No,268.0,No,No,Cellular,7,Jul,96.0,14,-1.0,0,Unknown,No
54,Management,Divorced,Tertiary,No,92.0,No,Yes,Telephone,7,Jul,86.0,4,-1.0,0,Unknown,No
28,Management,Single,Tertiary,No,0.0,No,No,Cellular,7,Jul,94.0,1,-1.0,0,Unknown,No
42,Management,Married,Unknown,No,6573.0,Yes,No,Cellular,7,Jul,56.0,4,-1.0,0,Unknown,No
44,Services,Married,Secondary,No,182.0,Yes,Yes,Cellular,7,Jul,209.0,4,-1.0,0,Unknown,No
57,Administrative,Married,Secondary,No,1143.0,No,No,Telephone,7,Jul,69.0,3,-1.0,0,Unknown,No
46,Blue-collar,Married,Secondary,No,4044.0,No,No,Cellular,7,Jul,326.0,3,-1.0,0,Unknown,No
27,Blue-collar,Single,Secondary,No,77.0,No,Yes,Cellular,7,Jul,497.0,1,-1.0,0,Unknown,No
51,Technician,Married,Secondary,No,1327.0,No,No,Cellular,7,Jul,21.0,2,-1.0,0,Unknown,No
29,Administrative,Married,Secondary,No,488.0,No,Yes,Cellular,7,Jul,223.0,1,-1.0,0,Unknown,No
57,Technician,Married,Secondary,No,0.0,No,No,Cellular,7,Jul,236.0,1,-1.0,0,Unknown,No
59,Retired,Divorced,Secondary,No,23.0,No,No,Cellular,7,Jul,66.0,1,-1.0,0,Unknown,No
57,Retired,Married,Primary,No,808.0,No,No,Telephone,7,Jul,274.0,1,-1.0,0,Unknown,No
26,Services,Married,Secondary,No,-236.0,Yes,Yes,Cellular,7,Jul,459.0,1,-1.0,0,Unknown,No
36,Services,Married,Secondary,No,-274.0,No,No,Cellular,7,Jul,217.0,1,-1.0,0,Unknown,No
35,Management,Single,Tertiary,No,12.0,No,No,Cellular,7,Jul,289.0,1,-1.0,0,Unknown,No
40,Administrative,Single,Secondary,No,-1.0,No,No,Cellular,7,Jul,173.0,1,-1.0,0,Unknown,No
51,Blue-collar,Married,Primary,No,505.0,No,Yes,Cellular,7,Jul,130.0,1,-1.0,0,Unknown,No
45,Services,Divorced,Secondary,No,88.0,No,Yes,Cellular,7,Jul,332.0,1,-1.0,0,Unknown,No
33,Blue-collar,Single,Primary,No,777.0,No,No,Cellular,7,Jul,263.0,1,-1.0,0,Unknown,No
53,Blue-collar,Married,Primary,No,0.0,No,No,Cellular,7,Jul,114.0,1,-1.0,0,Unknown,No
39,Blue-collar,Single,Primary,No,366.0,Yes,Yes,Cellular,7,Jul,166.0,1,-1.0,0,Unknown,No
43,Management,Married,Tertiary,No,460.0,No,Yes,Cellular,7,Jul,94.0,1,-1.0,0,Unknown,No
60,Blue-collar,Divorced,Primary,No,3427.0,No,No,Cellular,7,Jul,169.0,1,-1.0,0,Unknown,No
28,Housemaid,Single,Primary,No,332.0,No,No,Cellular,7,Jul,385.0,1,-1.0,0,Unknown,No
46,Technician,Married,Secondary,No,967.0,No,No,Cellular,7,Jul,248.0,3,-1.0,0,Unknown,No
56,Management,Married,Primary,No,21.0,No,No,Cellular,7,Jul,118.0,1,-1.0,0,Unknown,No
32,Self-employed,Single,Tertiary,No,2559.0,No,No,Cellular,7,Jul,889.0,1,-1.0,0,Unknown,Yes
32,Administrative,Married,Secondary,No,1604.0,No,Yes,Cellular,7,Jul,625.0,1,-1.0,0,Unknown,Yes
34,Blue-collar,Single,Primary,Yes,-2.0,No,Yes,Cellular,7,Jul,199.0,1,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,0.0,No,No,Cellular,7,Jul,240.0,1,-1.0,0,Unknown,No
51,Blue-collar,Married,Secondary,No,505.0,Yes,No,Telephone,7,Jul,199.0,4,-1.0,0,Unknown,No
29,Services,Married,Tertiary,No,0.0,No,Yes,Cellular,7,Jul,158.0,1,-1.0,0,Unknown,No
35,Services,Single,Secondary,No,2110.0,No,Yes,Cellular,7,Jul,39.0,1,-1.0,0,Unknown,No
29,Blue-collar,Married,Primary,No,0.0,Yes,No,Telephone,7,Jul,256.0,15,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,1.0,No,Yes,Cellular,7,Jul,174.0,1,-1.0,0,Unknown,No
40,Technician,Married,Unknown,No,0.0,No,Yes,Cellular,7,Jul,161.0,1,-1.0,0,Unknown,No
29,Blue-collar,Married,Primary,No,57.0,No,Yes,Cellular,7,Jul,461.0,1,-1.0,0,Unknown,No
44,Housemaid,Married,Primary,No,398.0,No,No,Cellular,7,Jul,187.0,3,-1.0,0,Unknown,No
32,Services,Single,Secondary,No,-1139.0,Yes,No,Cellular,7,Jul,201.0,1,-1.0,0,Unknown,No
36,Blue-collar,Married,Secondary,No,537.0,No,Yes,Cellular,7,Jul,206.0,6,-1.0,0,Unknown,No
40,Technician,Married,Secondary,No,351.0,No,Yes,Cellular,7,Jul,139.0,1,-1.0,0,Unknown,No
37,Management,Single,Tertiary,No,0.0,No,No,Cellular,7,Jul,643.0,3,-1.0,0,Unknown,No
45,Management,Single,Secondary,No,-57.0,No,Yes,Cellular,7,Jul,262.0,1,-1.0,0,Unknown,No
