marca,linea,modelo,condición,combustible,color,transmisión,único_dueño,tipo_de_vendedor,kilometraje,puertas,precio
Kia,New Sportage,2014,Usado,Gasolina,Gris,Automática Secuencial,No,Persona Natural,58000,5.0,54900000
Mazda,Mazda 2,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,129000,4.0,21000000
Chevrolet,N200,2012,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,95000,4.0,23000000
Chevrolet,Optra,2005,Usado,Gasolina,Azul,Automática,Sí,Persona Natural,90000,4.0,14500000
Toyota,Hilux,2013,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,126000,5.0,58000000
Honda,Civic,1996,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,215000,5.0,14000000
Chevrolet,Dmax,2012,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,229000,4.0,50000000
Mazda,626,1999,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,207997,5.0,8500000
Chevrolet,Spark,2009,Usado,Gasolina,Gris,Mecánica,No,Vendedor Profesional,92000,4.0,12600000
Chevrolet,Aveo,2012,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,103000,5.0,21000000
Chevrolet,Dmax,2008,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,261500,4.0,33000000
Chevrolet,Aveo,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,91000,4.0,19800000
Kia,Sportage,2020,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,120,5.0,28000000
Renault,Logan,2011,Usado,Gasolina y Gas,Rojo,Mecánica,Sí,Persona Natural,187885,5.0,16500000
Toyota,Fortuner,2014,Usado,Gasolina,Plateado,Automática,Sí,Persona Natural,52200,4.0,80000000
Hyundai,Getz,2008,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,86000,5.0,17300000
Mazda,323,1989,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,12345,4.0,3800000
Hyundai,Atos,2005,Usado,Gasolina,Amarillo,Mecánica,No,Persona Natural,415000,5.0,52000000
Nissan,March,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,80000,5.0,22700000
Mazda,Mazda 2,2010,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,75998,5.0,24000000
Ford,Fiesta,2011,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,98000,5.0,20000000
Kia,Picanto,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,97000,5.0,23800000
Ford,Fiesta,2014,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,65000,4.0,28500000
Chevrolet,Aveo Emotion,2011,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,73000,5.0,19500000
Renault,Twingo,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,184000,3.0,8900000
Ford,Fiesta,2007,Usado,Gasolina y Gas,Gris,Mecánica,No,Persona Natural,215000,4.0,13000000
Peugeot,206,2006,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,144000,3.0,7450000
Nissan,March,2012,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,52000,5.0,23500000
Chevrolet,Sail,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,170000,5.0,18000000
Renault,Duster,2017,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,33200,5.0,39800000
Renault,Logan,2011,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,117000,4.0,17500000
Chevrolet,Cheyenne,1994,Usado,Gasolina y Gas,Rojo,Automática,No,Persona Natural,290146,2.0,15000000
Mazda,2,2015,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,64200,5.0,33000000
Daewoo,Tico,1998,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,90000,4.0,2000000
Renault,Duster,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,103000,5.0,31000000
Mazda,2,2012,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,89000,5.0,27300000
Kia,Rio,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,50000,5.0,31500000
Mazda,Otros Modelos,2012,Usado,Gasolina,Plateado,Automática,No,Persona Natural,104426,4.0,30000000
Chevrolet,Aveo,2007,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,135000,2.0,12500000
Nissan,March,2016,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,29000,4.0,26500000
Chevrolet,Optra,2009,Usado,Gasolina,Marrón,Automática,No,Persona Natural,122000,4.0,16500000
Mazda,2,2010,Usado,Gasolina,Otro,Mecánica,No,Persona Natural,81272,5.0,25500000
Suzuki,Swift,2016,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,65000,5.0,35500000
Mazda,2,2009,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,123000,5.0,21000000
Hyundai,Tucson,2009,Usado,Diesel,Gris,Mecánica,No,Vendedor Profesional,12200,5.0,25500000
Chevrolet,Spark GT,2019,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,24000,5.0,29200000
Chevrolet,Spark GT,2019,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,20400,5.0,35700000
Suzuki,Ertiga,2015,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,58500,5.0,35000000
Renault,Sandero Stepway,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,47000,5.0,28500000
Chevrolet,Dmax,2012,Usado,Diesel,Blanco,Mecánica,Sí,Persona Natural,263000,4.0,47000000
Renault,Koleos,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,63889,5.0,39000000
Mazda,CX5,2018,Usado,Gasolina,Rojo,Automática,Sí,Persona Natural,36000,5.0,85000000
Chevrolet,Spark GT,2013,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,456580,5.0,25000000
Ford,Festiva,1994,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,220000,4.0,5500000
Kia,Cerato,2015,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,61000,4.0,31500000
Fiat,Punto,2012,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,79000,5.0,21000000
Hyundai,Tucson ix-35,2013,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,115200,5.0,43000000
Chevrolet,Dmax,2007,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,411890,4.0,37000000
Renault,Sandero,2012,Usado,Gasolina,Negro,Mecánica,Sí,Persona Natural,58000,5.0,26000000
Renault,Clio,2008,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,200000,4.0,12600000
Renault,Sandero,2014,Usado,Gasolina,Gris,Automática Secuencial,No,Persona Natural,65000,5.0,26000000
Chevrolet,Spark,2007,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,110740,4.0,13300000
Renault,Sandero,2016,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,37000,5.0,25000000
Chevrolet,Dmax,2007,Usado,Gasolina y Gas,Gris,Automática,No,Persona Natural,188523,4.0,31500000
Suzuki,Celerio,2019,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,29000,5.0,29500000
Nissan,Navara,2012,Usado,Diesel,Gris,Automática,Sí,Persona Natural,80000,5.0,50000000
Mazda,2,2008,Usado,Gasolina,Rojo,Automática,No,Persona Natural,112881,4.0,16000000
Mazda,323,1989,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,248015,4.0,3500000
Kia,Cerato Forte,2010,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,98000,5.0,25000000
Kia,Sportage,2017,Usado,Gasolina,Rojo,Automática,Sí,Persona Natural,43000,5.0,78000000
Toyota,Hilux,2013,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,136000,4.0,72000000
Chevrolet,Chevy C2,2006,Usado,Gasolina y Gas,Otro,Automática,No,Persona Natural,118000,4.0,10000000
Kia,Sportage,2012,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,78000,5.0,50000000
Chevrolet,Corsa 4 Ptas.,2006,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,156826,4.0,14500000
Mazda,3,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,73000,5.0,35000000
Renault,Twingo,2008,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,106000,3.0,13000000
Hyundai,Eon,2015,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,88000,4.0,18500000
Mazda,2,2012,Usado,Gasolina,Gris,Automática,No,Persona Natural,66500,5.0,28500000
Mazda,Mazda 6,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,215000,4.0,11111111
Renault,Symbol,2008,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,150000,4.0,11000000
Chevrolet,Corsa 2 Ptas.,2006,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,235800,2.0,9000000
Mazda,2,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,115000,5.0,27000000
Ford,Escape,2017,Usado,Gasolina,Negro,Automática Secuencial,Sí,Persona Natural,23500,5.0,78500000
Renault,R21,1994,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,200000,5.0,3000000
Renault,Twingo,2003,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,150000,2.0,9200000
Chevrolet,Swift,1997,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,184000,4.0,6900000
Chevrolet,Alto,2000,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,178000,5.0,6000000
Renault,Clio,2008,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,111000,4.0,15500000
Mazda,Mazda 3,2020,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,5000,5.0,85900000
Renault,Sandero,2011,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,122770,5.0,21000000
Renault,Sandero,2020,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,8700,5.0,36000000
Kia,Sportage,2014,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,70500,5.0,53000000
Chevrolet,Sprint,1990,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,25820,5.0,5500000
Chevrolet,Spark GT,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,106700,4.0,19000000
Toyota,Land Cruiser Prado,2017,Usado,Diesel,Blanco,Automática,Sí,Persona Natural,72000,5.0,175000000
Toyota,Hilux,2014,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,197000,4.0,80000000
Chevrolet,N300,2020,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,13300,5.0,43000000
Renault,Twingo,2007,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,140000,3.0,11300000
Chevrolet,Sail,2016,Usado,Gasolina,Gris,Automática,No,Persona Natural,48000,4.0,24000000
Renault,Clio,2006,Usado,Gasolina,Rojo,Mecánica,No,Vendedor Profesional,156000,5.0,13500000
Renault,Logan,2013,Usado,Gasolina,Otro,Automática,No,Persona Natural,132000,4.0,18000000
Hyundai,i10,2013,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,107000,5.0,16500000
Chevrolet,Spark,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,140000,4.0,15000000
Renault,Duster,2016,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,57500,5.0,42000000
Mazda,323,1985,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,111435,4.0,4500000
Renault,Clio,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,113000,5.0,13000000
Toyota,RAV4,2018,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,46000,5.0,86900000
Chevrolet,Spark GT,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,150000,4.0,6400000
Renault,Sandero,2015,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,51300,5.0,24200000
Chevrolet,Tracker,2016,Usado,Gasolina,Blanco,Automática,No,Persona Natural,110000,4.0,42500000
Chevrolet,Sonic,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,72300,5.0,28800000
Renault,R9,1989,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,55555,4.0,4000000
Chevrolet,Swift,1995,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,140000,4.0,6800000
Renault,Logan,2015,Usado,Gasolina y Gas,Gris,Mecánica,No,Persona Natural,147000,4.0,21000000
Chevrolet,Aveo,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,182000,4.0,13900000
Chevrolet,Aveo,2008,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,140000,3.0,14500000
Renault,Duster,2014,Usado,Gasolina y Gas,Blanco,Automática,Sí,Persona Natural,172000,4.0,33900000
Mazda,Allegro,2001,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,159000,4.0,10500000
Mitsubishi,Nativa,1998,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,170000,5.0,25000000
Chevrolet,Vitara,2009,Usado,Gasolina,Blanco,Automática,No,Persona Natural,134000,5.0,31000000
Kia,Rio,2018,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,37800,4.0,42000000
Kia,New Sportage,2012,Usado,Gasolina,Azul,Automática,No,Persona Natural,110000,5.0,49000000
Kia,New Sportage,2007,Usado,Diesel,Negro,Mecánica,No,Persona Natural,172000,5.0,26000000
Kia,Sportage,2008,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,198000,4.0,26000000
Renault,Koleos,2012,Usado,Gasolina,Beige,Automática,No,Persona Natural,82000,5.0,41000000
Chevrolet,Spark GT,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,142000,4.0,18700000
Ford,Fiesta,2017,Usado,Gasolina,Blanco,Automática Secuencial,Sí,Persona Natural,52000,4.0,40900000
Renault,Sandero,2018,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,56500,5.0,30900000
Renault,Logan,2012,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,54000,4.0,16000000
Kia,Sportage,2016,Usado,Gasolina,Gris,Automática Secuencial,No,Persona Natural,35000,5.0,62500000
Chevrolet,Spark,2007,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,183328,4.0,10000000
Nissan,Frontier,2017,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,55925,4.0,62500000
Dodge,Ram,2011,Usado,Gasolina y Gas,Gris,Automática,No,Persona Natural,169635,2.0,60000000
Kia,Picanto,2016,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,55000,5.0,30000000
Chevrolet,Spark GT,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,105000,5.0,20500000
Chery,Tiggo,2011,Usado,Gasolina,Negro,Mecánica,Sí,Persona Natural,91000,5.0,17900000
Ford,Fiesta,2013,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,82300,5.0,27000000
Hyundai,Accent,2016,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,36648,5.0,39800000
Renault,Logan,2011,Usado,Gasolina,Otro,Mecánica,No,Vendedor Profesional,150000,4.0,15000000
Mitsubishi,Montero,1995,Usado,Gasolina y Gas,Blanco,Mecánica,No,Persona Natural,270000,3.0,16500000
Chevrolet,Spark,2009,Usado,Gasolina,Vinotinto,Mecánica,No,Persona Natural,100300,5.0,13200000
Renault,Sandero,2014,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,98000,5.0,23500000
Renault,Clio,2008,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,115000,4.0,13400000
Chevrolet,Alto,2000,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,150000,5.0,8200000
Renault,Clio,2003,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,211111,5.0,9400000
Kia,Soul,2015,Usado,Gasolina,Blanco,Automática,No,Vendedor Profesional,46000,5.0,37900000
Kia,Sportage,2019,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,10000,4.0,100000000
Kia,Cerato Forte,2011,Usado,Gasolina,Otro,Mecánica,No,Persona Natural,134000,5.0,27500000
Chevrolet,Spark,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,93000,4.0,12200000
Suzuki,Swift,2016,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,95000,4.0,29500000
Chery,Nice,2011,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,48000,4.0,12500000
Chevrolet,Aveo,2009,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,129640,3.0,17000000
Kia,Picanto,2019,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,3265,5.0,36500000
Mercedes-Benz,Clase CLA,2016,Usado,Gasolina,Gris,Automática Secuencial,No,Persona Natural,45550,5.0,69490000
Mazda,BT-50,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,91000,4.0,36000000
Chevrolet,Luv,1997,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,322000,2.0,22000000
Renault,Otros Modelos,2001,Usado,Gasolina,Verde,Mecánica,Sí,Persona Natural,247000,5.0,7500000
Renault,Sandero,2020,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,14500,5.0,44000000
Chevrolet,Tracker,2013,Usado,Gasolina,Blanco,Automática,No,Persona Natural,103462,4.0,33700000
Chevrolet,Sail,2014,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,103000,5.0,20500000
Chevrolet,Sail,2016,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,30000,5.0,23700000
Mazda,2,2011,Usado,Gasolina,Blanco,Automática,No,Persona Natural,81000,4.0,24000000
Nissan,Sentra,2008,Usado,Gasolina,Gris,Automática,No,Persona Natural,15500,4.0,17000000
Renault,Sandero Stepway,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,58000,5.0,25900000
Renault,Clio,2008,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,114000,5.0,14700000
Chevrolet,Sail,2015,Usado,Gasolina,Azul,Mecánica,Sí,Persona Natural,34600,5.0,23500000
Chevrolet,Sprint,1988,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,280000,4.0,4500000
Chevrolet,Aveo,2010,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,96000,2.0,16500000
Nissan,Navara,2012,Usado,Diesel,Plateado,Mecánica,No,Persona Natural,115500,4.0,57000000
Renault,Logan,2015,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,48000,4.0,25800000
Mazda,3,2017,Usado,Gasolina,Plateado,Automática Secuencial,Sí,Persona Natural,34000,4.0,61900000
Toyota,Sahara,2011,Usado,Diesel,Negro,Mecánica,No,Persona Natural,114000,5.0,215000000
Chevrolet,Sprint,1996,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,232150,5.0,5500000
Hyundai,Getz,2011,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,130000,5.0,14600000
Mazda,2,2016,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,82000,4.0,38500000
Chevrolet,Corsa 4 Ptas.,2003,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,116000,5.0,11800000
Renault,Twingo,2003,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,87000,2.0,8800000
Chevrolet,Dmax,2011,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,200000,4.0,43000000
Chevrolet,Spark,2016,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,59000,5.0,16000000
Chevrolet,Aveo,2009,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,145000,3.0,19500000
Renault,Twingo,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,89900,2.0,13600000
Volkswagen,Golf,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,170000,4.0,8100000
Nissan,Frontier,2012,Usado,Gasolina y Gas,Gris,Mecánica,No,Persona Natural,360000,2.0,30000000
Renault,Sandero Stepway,2011,Usado,Gasolina,Rojo,Mecánica,No,Persona Natural,113397,5.0,23000000
Renault,Twingo,2005,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,135000,3.0,9300000
Renault,Twingo,2007,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,104000,3.0,11000000
Chevrolet,Optra,2007,Usado,Gasolina,Gris,Automática,No,Persona Natural,124900,5.0,15500000
Renault,Sandero,2017,Usado,Gasolina,Plateado,Mecánica,Sí,Persona Natural,37000,4.0,30700000
Chevrolet,Spark,2019,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,6905,4.0,25000000
Chevrolet,Dmax,2012,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,247000,4.0,50000000
Chevrolet,Aveo Emotion,2013,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,117000,4.0,20800000
Renault,Twingo,2003,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,158000,3.0,9500000
Chevrolet,Spark GT,2015,Usado,Gasolina,Negro,Mecánica,No,Persona Natural,70000,5.0,24500000
Chevrolet,Sail,2015,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,44500,5.0,24500000
Renault,Clio,2017,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,34500,5.0,25000000
Toyota,FJ Cruiser,1970,Usado,Gasolina,Azul,Mecánica,No,Vendedor Profesional,300000,3.0,20000000
Renault,Symbol,2006,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,104850,5.0,13500000
Nissan,March,2017,Usado,Gasolina,Blanco,Automática,No,Persona Natural,27000,4.0,24000000
Chevrolet,Sail,2015,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,91000,4.0,24500000
Toyota,Prado,2005,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,190000,3.0,36000000
Chevrolet,Aveo,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,97000,4.0,18900000
Chevrolet,Beat,2020,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,11200,4.0,40000000
Renault,Logan,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,95000,5.0,19000000
Chevrolet,Spark GT,2016,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,62000,5.0,24000000
Toyota,Land Cruiser Prado,2013,Usado,Diesel,Plateado,Automática Secuencial,No,Vendedor Profesional,76000,5.0,120000000
Mitsubishi,Montero,1996,Usado,Gasolina y Gas,Azul,Mecánica,No,Persona Natural,216000,5.0,23700000
Chevrolet,Corsa 2 Ptas.,2003,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,258000,2.0,11000000
BMW,Série 5,2012,Usado,Gasolina,Plateado,Automática Secuencial,No,Persona Natural,50000,4.0,63900000
Volvo,C30,2012,Usado,Gasolina,Anaranjado,Automática,No,Persona Natural,30000,3.0,55500000
Mazda,2,2020,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,4500,4.0,58800000
Hyundai,i25,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,134000,5.0,27500000
Chevrolet,Spark GT,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,87000,5.0,22000000
Renault,Sandero Stepway,2011,Usado,Gasolina,Vinotinto,Mecánica,Sí,Persona Natural,90000,5.0,25000000
Mazda,Mazda 2,2014,Usado,Gasolina,Blanco,Automática,No,Persona Natural,56000,5.0,33000000
Renault,Clio,2008,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,118000,5.0,13500000
Kia,Otros Modelos,2016,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,20000,4.0,34700000
DFM,Glory,2019,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,17000,4.0,54000000
Renault,Megane,2002,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,158000,4.0,8900000
Hyundai,i25,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,135000,4.0,27500000
Toyota,Burbuja,1997,Usado,Gasolina,Gris,Mecánica,No,Vendedor Profesional,300000,5.0,32000000
Chevrolet,Tracker,2017,Usado,Gasolina,Gris,Automática,Sí,Persona Natural,67000,4.0,47500000
Renault,Sandero,2019,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,30800,5.0,28800000
Chevrolet,Aveo,2008,Usado,Gasolina,Plateado,Mecánica,No,Persona Natural,143000,3.0,16500000
Chevrolet,Tracker,2015,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,81600,5.0,39500000
Chevrolet,Swift,1995,Usado,Gasolina,Azul,Mecánica,No,Persona Natural,111111,2.0,9200000
Hyundai,Veloster,2014,Usado,Gasolina,Negro,Automática,No,Persona Natural,36000,3.0,43500000
Mazda,121,1988,Usado,Gasolina,Verde,Mecánica,Sí,Persona Natural,198000,4.0,5500000
Suzuki,Swift,2019,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,25599,4.0,36000000
Chevrolet,C-10,1981,Usado,Diesel,Rojo,Mecánica,Sí,Persona Natural,99999,3.0,23000000
Renault,Logan,2016,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,28000,5.0,24800000
Mazda,2,2014,Usado,Gasolina,Blanco,Automática,No,Persona Natural,61200,5.0,26500000
Chevrolet,Astra,2004,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,200000,5.0,9500000
Chevrolet,Corsa 2 Ptas.,2004,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,121000,2.0,9500000
Subaru,Outback,1981,Usado,Gasolina,Beige,Mecánica,No,Vendedor Profesional,98990,5.0,5200000
Chevrolet,Aveo Emotion,2011,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,86800,5.0,21950000
Skoda,Felicia,1999,Usado,Eléctrico,Rojo,Mecánica,No,Persona Natural,100000,5.0,5800000
Mazda,Mazda 3,2011,Usado,Gasolina,Blanco,Automática,Sí,Persona Natural,137000,5.0,30000000
Renault,Twingo,2012,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,119000,3.0,13000000
Chevrolet,Spark GT,2018,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,28000,5.0,27500000
Chevrolet,Spark GT,2019,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,38000,5.0,26600000
Volkswagen,Vento,1998,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,200000,5.0,7500000
Chevrolet,Corsa 4 Ptas.,2006,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,127000,4.0,11500000
Chevrolet,Onix,2018,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,20000,5.0,40000000
Chevrolet,Beat,2019,Usado,Gasolina,Gris,Mecánica,Sí,Persona Natural,60000,4.0,31000000
Toyota,Corolla,2016,Usado,Gasolina,Azul,Automática,No,Persona Natural,49999,4.0,55000000
Mazda,323,1994,Usado,Gasolina,Verde,Mecánica,No,Persona Natural,31653,2.0,5800000
Hyundai,Accent,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,110480,4.0,27000000
Renault,Logan,2014,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,65739,5.0,19500000
Chevrolet,Luv D-Max,2012,Usado,Diesel,Blanco,Mecánica,No,Persona Natural,181602,4.0,59000000
Renault,Sandero,2016,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,29000,5.0,28300000
Nissan,Sentra,2007,Usado,Gasolina,Beige,Mecánica,No,Persona Natural,100367,4.0,12000000
Chevrolet,Spark GT,2014,Usado,Gasolina,Blanco,Mecánica,No,Persona Natural,113000,5.0,24000000
Chevrolet,Luv,1998,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,189990,5.0,24000000
Kia,Cerato Forte,2013,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,105000,5.0,34000000
Chevrolet,Spark,2011,Usado,Gasolina,Gris,Mecánica,No,Persona Natural,103000,5.0,15500000
Renault,Sandero Stepway,2020,Usado,Gasolina,Blanco,Mecánica,Sí,Persona Natural,6384,5.0,45000000
